ID_sportsman,Name,Sex,Sport
20391,Roman Chentsov,M,Water Polo
20479,Konstantin Chernov,M,Water Polo
20488,Gennady Sergeyevich Chernovol,M,Athletics
20496,Ilya Yevgenyevich Chernyshov,M,Cycling
20726,Nataliya Chikina,F,Diving
20756,Arman Konstantinovich Chilmanov,M,Taekwondo
20796,Zulfiya Salakharovna Chinshanlo,F,Weightlifting
21131,Arli Chontey,M,Weightlifting
27611,Zhansel Deniz,F,Taekwondo
27709,Aleksey Viktorovich Dergunov,M,Canoeing
28529,Mukhtarkhan Koblanbekovich Dildabekov,M,Boxing
28551,Artur Dilman,M,Swimming
28552,Askhat Rakhatovich Dilmukhamedov,M,Wrestling
28900,Aleksey Dmitriyenko,M,Gymnastics
28901,Mariya Dmitriyenko,F,Shooting
29179,Galina Anatolyevna Dolgushina,F,Modern Pentathlon
29340,Bazarbek Orynbayuly Donbay,M,Judo
29755,Olga Vyacheslavovna Dovgun (Belyayeva-),F,Shooting
29756,Vitaly Semyonovich Dovgun,M,Shooting
30106,Sergey Mikhaylovich Drozdov,M,Water Polo
30382,Inga Dudchenko,F,Rowing
30959,Sultan Duzelbayev,M,Archery
31025,Aleksey Dyadchuk,M,Canoeing
31041,Ivan Fyodorovich Dychko,M,Boxing
31092,Nurym Dyusenov,M,Wrestling
31104,Galib Musayevich Dzhafarov,M,Boxing
31106,Asel Shinpolatovna Dzhakayeva,F,Water Polo
31119,Lada Vladimirovna Dzhiyenbalanova,F,Modern Pentathlon
31884,Yevgeny Aleksandrovich Ektov,M,Athletics
31885,Yekaterina Aleksandrovna Ektova,F,Athletics
32306,Aleksandr Rudolfovich Elke,M,Water Polo
33152,Zhuldyz Attakurovna Eshimova (Turtbaeva-),F,Wrestling
33587,Yelena Ezau,F,Volleyball
34404,Sergey Fedorchenko,M,Gymnastics
35304,Sergey Yuryevich Filimonov,M,Weightlifting
35350,Nikita Viktorovich Filippov,M,Athletics
35570,Aleksandra Aleksandrovna Fisher,F,Athletics
37746,Artur Fyodorov,M,Wrestling
37759,Dmitry Vladimirovich Gaag,M,Triathlon
37861,Daniyal Magomedovich Gadzhiyev,M,Wrestling
38011,Otgontsetseg Galbadrakhyn,F,Judo
38089,Nataliya Galkina,F,Water Polo
38362,Denis Pavlovich Gankin,M,Archery
38813,Yekaterina Aydarovna Gariyeva,F,Water Polo
39058,Ilfat Gatyatullin,M,Canoeing
39160,Andrey Gavrilov,M,Swimming
39201,Aleksandr Vladimirovich Gaydukov,M,Water Polo
39671,Kirill Gennadyevich Gerasimenko,M,Table Tennis
39778,Svetlana Viktorovna Germanovich,F,Rowing
39846,Yekaterina Vadimovna Gerzanich,F,Water Polo
41161,Ilya Igoryevich Golendov,M,Canoeing
41211,Gennady Gennadyevich Golovkin,M,Boxing
41391,Nataliya Goncharova,F,Fencing
41768,Stepan Gorbachov,M,Gymnastics
41790,Dmitry Gordiyenko,M,Swimming
41859,Karina Khavazhevna Goricheva,F,Weightlifting
41902,Sergey Andreyevich Gorovoy,M,Water Polo
42172,Mariya Aleksandrovna Grabovetskaya,F,Weightlifting
43041,Marina Aleksandrovna Gritsenko,F,Water Polo
43350,Olga Grushko,F,Volleyball
43482,Sergey Vladimirovich Gubaryov,M,Water Polo
43492,Tatyana Dmitriyevna Gubina,F,Water Polo
44011,Aleksey Gurman,M,Diving
44013,Andrey Anatolyevich Gurov,M,Shooting
44057,Vladimir Gushcha,M,Shooting
51531,Abil Ibragimov,M,Wrestling
51536,Mamed Pashayevich Ibragimov,M,Wrestling
51538,Rinat Khisayevich Ibragimov,M,Judo
51578,Yermakhan Sagiyevich Ibraimov,M,Boxing
51691,Maksim Gennadyevich Iglinsky,M,Cycling
51711,Nataliya Yuryevna Ignatyeva,F,Water Polo
51792,Yeldos Zhakhmanovich Ikhsangaliyev,M,Judo
51907,Pavel Aleksandrovich Ilyashenko,M,Modern Pentathlon
51915,Ilya Aleksandrovich Ilyin,M,Weightlifting
51928,Kseniya Ilyuchshenko,F,Volleyball
51930,Yelena Ilyukhina,F,Handball
52008,Aset Zhumashovich Imanbayev,M,Wrestling
52411,Vladimir Nikolayevich Isachenko,M,Shooting
52437,Gulzhan Abdildabekovna Isanova,F,Judo
52533,Korina Sergeyevna Ishimtseva,F,Volleyball
52556,Gulzira Iskakova,F,Handball
52648,Sergey Istomin,M,Weightlifting
52874,Yelena Ivanova,F,Diving
52930,Nataliya Evgenyevna Ivoninskaya,F,Athletics
56760,Aslan Bayramaliyevich Kakhidze,M,Wrestling
56891,Sholpan Seydullayevna Kaliyeva,F,Judo
56977,Dmitry Nikolayevich Kaltenberger,M,Canoeing
57126,Valentina Kamsulyeva,F,Judo
57558,Aliya Toregaliyevna Karimova,F,Synchronized Swimming
57562,Nurzhan Minzhasarovich Karimzhanov,M,Boxing
57714,Dmitry Vasilyevich Karpov,M,Athletics
57719,Olga Karpova,F,Volleyball
57755,Doszhan Nurbatyrovich Kartikov,M,Wrestling
57837,Rima Kashafutdinova,F,Athletics
57843,Andrey Grigoryevich Kashechkin,M,Cycling
58272,Svetlana Anatolyevna Kazanina,F,Athletics
58345,Almat Kabdrashevich Kebispayev,M,Wrestling
58806,Aynur Kerey,F,Synchronized Swimming
59083,Danil Takhirovich Khalimov,M,Wrestling
59129,Didar Khamza,M,Judo
59175,Vitaly Albertovich Khan,M,Swimming
59204,Farkhad Ibragimovich Kharki,M,Weightlifting
59220,Saida Uralovna Khasenova,F,Boxing
59264,Timur Khaydarov,M,Canoeing
59400,Aleksey Khovrin,M,Swimming
59405,Anatoly Mikhaylovich Khrapaty,M,Weightlifting
59468,Tatyana Nikolayevna Khromova,F,Weightlifting
59489,Rustam Ramizovich Khudiyev,M,Swimming
59492,Vitaly Khudyakov,M,Swimming
60626,Muratbek Sultanbekovich Kipshakbayev,M,Judo
60957,Andrey Mikhaylovich Kivilyov,M,Cycling
61266,Igor Klimov,M,Wrestling
61306,Inna Klinova,F,Canoeing
61711,Dmitry Koblov,M,Athletics
62100,Nikita Konstantinovich Kokorin,M,Water Polo
62179,Aleksey Anatolyevich Kolesov,M,Cycling
62203,Andrey Kolganov,M,Fencing
62205,Mikhail Aleksandrovich Kolganov,M,Athletics
62719,Sergey Kopytov,M,Weightlifting
62760,Sergey Arsentyevich Korepanov,M,Athletics
62852,Yelizaveta Korol (Lunina-),F,Shooting
62865,Svetlana Viktorovna Korolyova,F,Water Polo
62951,Yerkebulan Muratbekovich Kosayev,M,Judo
62977,Yelena Yevgenyevna Koshcheyeva,F,Athletics
63000,Artyom Viktorovich Kosinov,M,Athletics
63496,Viktoriya Danyarovna Kovyreva (Tokonbayeva-),F,Athletics
63539,Nurlan Altynbekovich Koyzhaganov,M,Wrestling
63563,Ayman Bulatovna Kozhakhmetova,F,Athletics
63564,Sholpan Bulatovna Kozhakhmetova,F,Athletics
63565,Bakhtiyar Gabitovich Kozhatayev,M,Cycling
63571,Olga Kozhevnikova,F,Gymnastics
63757,Nataliya Nikolayevna Krasilnikova,F,Water Polo
63758,Mikhail Krasilov,M,Athletics
63880,Vadim Vladimirovich Kravchenko,M,Cycling
64554,Nataliya Kubrina,F,Handball
64633,Yury Vladimirovich Kudinov,M,Swimming
64634,Anastasiya Valeryevna Kudinova,F,Athletics
64789,Garifa Kuku (-Bayzhanova),F,Athletics
64791,Mikhail Aleksandrovich Kukushkin,M,Tennis
64850,Anna Viktorovna Kulkina,F,Synchronized Swimming
65205,Magomed Chikhibubayevich Kurugliyev,M,Wrestling
65232,Gulnara Kusherbayeva,F,Judo
65298,Yuliya Nikolayevna Kutsko,F,Volleyball
65327,Rustam Barotovich Kuvatov,M,Athletics
65374,Stanislav Kuzmin,M,Swimming
65395,Mikhail Kuznetsov,M,Triathlon
65406,Vladimir Kuznetsov,M,Weightlifting
65414,Yelena Nikolayevna Kuznetsova,F,Athletics
65450,Andrey Kvasov,M,Swimming
65694,Yevgeny Labutov,M,Athletics
66079,Gennady Kazbekovich Laliyev,M,Wrestling
66714,Yekaterina Alekseyevna Larionova,F,Wrestling
67264,Sergey Lavrinenko,M,Cycling
68817,Irina Leonova,F,Archery
68886,Viktor Vladimirovich Leptikov,M,Athletics
68963,Olga Nikolayevna Leshchuk,F,Water Polo
69163,Vasily Alekseyevich Levit,M,Boxing
69303,Aleksandr Li,M,Archery
69904,Sergey Georgiyevich Lim,M,Judo
70537,Irina Andreyevna Litvinenko-Ektova,F,Athletics
71129,Dmitry Lomakin,M,Weightlifting
72196,Yekaterina Vladimirovna Lukichova-Smirnova,F,Canoeing
73812,Andrey Makarov,M,Weightlifting
73923,Nikolay Mikhaylovich Maksimov,M,Water Polo
74233,Takhir Mamashayev,M,Athletics
74236,Nursultan Mamayev,M,Taekwondo
74240,Aset Sekenovich Mambetov,M,Wrestling
74272,Maulen Satymbayevich Mamyrov,M,Wrestling
74282,Ravil Amirovich Manafov,M,Water Polo
74393,Maiya Salakharovna Maneza,F,Weightlifting
74599,Rishat Mansurov,M,Weightlifting
74654,Gyuzel Tagirovna Manyurova,F,Wrestling
75206,Yuliya Markovich,F,Handball
75968,Sergey Martynov,M,Archery
76140,Marina Vladimirovna Maslyonko,F,Athletics
76312,Varvara Gennadyevna Masyagina,F,Judo
76763,Grigory Matuzkov,M,Swimming
76774,Inna Vladimirovna Matveyeva,F,Volleyball
76781,Sergey Matviyenko,M,Wrestling
78105,Vitaly Medvedev,M,Athletics
78415,Yevgeny Vasilyevich Meleshchenko,M,Athletics
78495,Yury Vasilyevich Melnichenko,M,Wrestling
78534,Roman Sergeyevich Melyoshin,M,Wrestling
79446,Angelina Michshuk,F,Shooting
79646,Larisa Valeryevna Mikhaylova,F,Water Polo
79658,Elina Dmitriyevna Mikhina,F,Athletics
80653,Andrey Anatolyevich Mizurov,M,Cycling
81068,Ilya Vladimirovich Mokretsov,M,Fencing
82733,Anna Mozhar,F,Archery
82952,Margarita Yevgenyevna Mukashova (Matsko-),F,Athletics
82964,Zhasulan Mukhtarbekuly,M,Wrestling
83207,Marina Vladimirovna Mulyayeva,F,Swimming
83252,Daniyar Munaytbasov,M,Boxing
83445,Samat Muratov,M,Diving
83454,Vyacheslav Muravyov,M,Athletics
83747,Marid Kamilyevich Mutalimov,M,Wrestling
83931,Ruslan Myrsatayev,M,Boxing
84587,Olga Vladimirovna Nasedkina,F,Volleyball
84731,Irina Vladimirovna Naumenko-Karpova,F,Athletics
85077,Konstantin Yuryevich Negodyayev,M,Canoeing
85159,Irina Sergeyevna Nekrasova,F,Weightlifting
85281,Aleksandra Nemich,F,Synchronized Swimming
85282,Yekaterina Nemich,F,Synchronized Swimming
86187,Kseniya Nikandrova,F,Handball
86587,Daulet Shorayevich Niyazbekov,M,Wrestling
86589,Adilbek Sabitovich Niyazymbetov,M,Boxing
86590,Bolat Kenesbekovich Niyazymbetov,M,Boxing
87367,Kelbet Nurgazina,F,Judo
87380,Liya Asylbekovna Nurkina,F,Taekwondo
87382,Kaysar Yelyubayevich Nurmaganbetov,M,Canoeing
87396,Anna Sagtanovna Nurmukhambetova,F,Weightlifting
87577,Slavik Nyu,M,Weightlifting
88456,Aleksandr Okhramenko,M,Weightlifting
88801,Larisa Olkhina,F,Water Polo
89253,Aleksandra Opachanova,F,Rowing
89351,Askar Sabalakovich Orazalinov,M,Water Polo
89352,Olzhas Orazaliyev,M,Boxing
89353,Bauyrzhan Amangeldovich Orazgaliyev,M,Wrestling
89759,Stanislav Aleksandrovich Osinsky,M,Swimming
90672,Yury Pakhlyayev,M,Athletics
91034,Aleksey Ivanovich Panfili,M,Water Polo
91408,Tatyana Parfyonova,F,Handball
91409,Yelena Parfyonova,F,Athletics
91836,Yelena Partova,F,Handball
92317,Kirill Anatolyevich Pavlov,M,Weightlifting
92330,Yelena Vyacheslavovna Pavlova (-Zhitkeyeva),F,Volleyball
93613,Yelena Pershina,F,Athletics
93726,Igor Peshkov,M,Judo
94830,Marina Pikalova,F,Handball
94870,Anastasiya Olegovna Pilipenko (Vinogradova-),F,Athletics
94871,Olga Mikhaylovna Pilipova,F,Archery
95499,Yelena Plotnikova,F,Archery
95606,Vyacheslav Sergeyevich Podlesny,M,Shooting
95615,Svetlana Nikolayevna Podobedova,F,Weightlifting
95624,Irina Dmitriyevna Podoynikova,F,Canoeing
95629,Aleksandra Podryadova,F,Judo
95938,Aleksandr Viktorovich Polukhin,M,Water Polo
95952,"Vladislav Vitalyevich ""Vlad"" Polyakov",M,Swimming
96199,Nataliya Popova,F,Diving
96433,Yelena Potapenko,F,Modern Pentathlon
96440,Igor Potapovich,M,Athletics
97003,Anastasiya Sergeyevna Prilepa,F,Swimming
97144,Yevgeny Prokhin,M,Water Polo
97716,Yuliya Pyryseva,F,Water Polo
97725,Tatyana Pyurova,F,Volleyball
98066,Oleg Rabota,M,Swimming
98495,Nidzhat Aliyevich Rakhimov,M,Weightlifting
98497,Mirzhan Beybutovich Rakhimzhanov,M,Boxing
98499,Yuliya Rakhmanova,F,Athletics
98525,Maksim Sergeyevich Rakov,M,Judo
100047,Polina Viktorovna Repina,F,Athletics
101012,Yuliya Vitalyevna Risik,F,Swimming
101663,Yury Rodnov,M,Shooting
102258,Aleksandra Valeryevna Romanova,F,Athletics
102655,Tatyana Leonidovna Roslanova,F,Athletics
103215,Sergey Rubtsov,M,Athletics
103251,Mikhail Andreyevich Ruday,M,Water Polo
103265,Yekaterina Olegovna Rudenko,F,Swimming
103882,Kuanysh Rymkulov,M,Weightlifting
103888,Olga Sergeyevna Rypakova (Alekseyeva-),F,Athletics
103905,Galina Mikhaylovna Rytova,F,Water Polo
103924,Yevgeny Aleksandrovich Ryzhkov,M,Swimming
104043,Rustem Vilevich Sabirkhuzin,M,Modern Pentathlon
104159,Yekaterina Sadovnik,F,Swimming
104170,Sagdat Kabirovich Sadykov,M,Judo
104217,Andrey Rachikovich Safaryan,M,Canoeing
104278,Adilkhan Syrlybayevich Sagindykov,M,Taekwondo
104353,Luiza Saidiyeva,F,Archery
104547,Oleg Yevgenevich Sakirkin,M,Athletics
105005,Andrey Samokhin,M,Wrestling
105121,Nurislam Sanayev,M,Wrestling
105692,Serik Zhumangaliyevich Sapiyev,M,Boxing
105710,Danylo Volodymyrovych Sapunov,M,Triathlon
105860,Bakhyt Abdirakhmanovich Sarsekbayev,M,Boxing
105862,Mirat Sarsembayev,M,Boxing
106070,Bekzat Seilkhanovich Sattarkhanov,M,Boxing
106078,Olzhas Sattybayev,M,Boxing
106079,Zhomart Satubaldin,M,Canoeing
108184,Vladimir Vladimirovich Sedov,M,Weightlifting
108353,Ruslan Seilkhanov,M,Judo
108363,Alisher Seitov,M,Diving
108815,Sergey Aleksandrovich Sergeyev,M,Canoeing
108820,Nataliya Olegovna Sergeyeva,F,Canoeing
108825,Sergey Sergin,M,Canoeing
108995,Nelya Sevostiyanova,F,Fencing
108996,Artemy Viktorovich Sevostyanov,M,Water Polo
109067,Sergey Shabalin,M,Fencing
109073,Daulet Yerkinovich Shabanbay,M,Wrestling
109154,Murat Maksutbekovich Shakenov,M,Water Polo
109160,Askhat Berleshevich Shakharov,M,Judo
109168,Sergey Shakimov,M,Judo
109169,Dariga Shakimova,F,Boxing
109190,Yelena Yevgenyevna Shalygina,F,Wrestling
109251,Abdulkhakim Alibekovich Shapiyev,M,Wrestling
109348,Galina Shatnaya,F,Synchronized Swimming
109349,Yekaterina Vladimirovna Shatnaya,F,Triathlon
109464,Aleksandr Shefer,M,Cycling
109487,Zhayna Shekerbekova,F,Boxing
109664,Georgy Nikolayevich Sheyko,M,Athletics
109721,Aleksandr Aleksandrovich Shidlovsky,M,Water Polo
109818,Vitaly Shin,M,Archery
109895,Olga Vasilyevna Shishigina (-Kutsakova),F,Athletics
109901,Tatyana Nikolayevna Shishkina,F,Judo
109949,Aleksey Anatolyevich Shmider,M,Water Polo
110031,Oleg Vyacheslavovich Shteynikov,M,Swimming
110070,Marina Shumakova,F,Table Tennis
110072,Beybut Amirkhanovich Shumenov,M,Boxing
110076,Lyudmila Grigoryevna Shumilova,F,Modern Pentathlon
110106,Aleksandr Viktorovich Shvedov,M,Water Polo
110107,Yaroslava Vyacheslavovna Shvedova,F,Tennis
110116,Yerkebulan Kurmakhanovich Shynaliyev,M,Boxing
110118,Yerzhan Temirbekovich Shynkeyev,M,Judo
110215,Pavel Sidorov,M,Swimming
111449,Igor Sitnikov,M,Swimming
111577,Yelena Alekseyevna Skalinskaya,F,Swimming
111692,Aleksandr Sklyar,M,Swimming
111815,Sergey Skrypnik,M,Canoeing
112035,Zhansay Smagulov,M,Judo
112056,Nurzhan Smanov,M,Boxing
112113,Yeldos Bakhtybayevich Smetov,M,Judo
112155,Olga Vladimirovna Smirnova,F,Wrestling
112488,Irina Smolnikova,F,Athletics
112489,Yury Vasilyevich Smolovoy,M,Water Polo
113215,Anastasiya Valeryevna Soprunova,F,Athletics
113536,Mayya Sozonova,F,Athletics
113890,Leonid Nikolayevich Spiridonov,M,Wrestling
115866,Yelena Struchayeva,F,Shooting
116340,Ilyas Duysenovich Suleymenov,M,Boxing
116796,Danabek Zhumagulovich Suzhanov,M,Boxing
117302,Elmira Anuarbekovna Syzdykova,F,Wrestling
118376,Akzhurek Dostykovich Tanatarov,M,Wrestling
118557,Aleksandr Georgyevich Tarabrin,M,Swimming
118603,Anna Tarasova,F,Athletics
119118,Mariya Telushkina,F,Athletics
119171,Nurbakyt Moldakhmetuly Tengizbayev,M,Wrestling
119266,Olga Alekseyevna Tereshkova,F,Athletics
119401,Andrey Teteryuk,M,Cycling
120289,Taymuraz Vaznoyevich Tigiyev,M,Wrestling
120534,Vyacheslav Vladimirovich Titarenko,M,Swimming
120751,Sergey Aleksandrovich Tokarnitsky,M,Canoeing
120769,Arna Aytzhanovna Toktagan,F,Synchronized Swimming
120819,Irina Ivanovna Tolkunova,F,Water Polo
120841,Svetlana Nikolayevna Tolstaya,F,Athletics
121171,Dmitry Georgiyevich Torlopov,M,Canoeing
121326,Nataliya Vyacheslavovna Torshina-Alimzhanova,F,Athletics
121741,Olga Travnikova (Yurina-),F,Handball
122261,Igor Tsel,M,Fencing
122412,Georgy Aleksandrovich Tsurtsumia,M,Wrestling
122636,Yana Tunyantse,F,Archery
122929,Yekaterina Tyapkova,F,Handball
122936,Bakhtiyar Tyleganov,M,Boxing
122956,Nurmakhan Anarbekovich Tynaliyev,M,Wrestling
122995,Dmitry Tyurin,M,Modern Pentathlon
123218,Rustam Maratovich Ukumanov,M,Water Polo
123223,Denis Ulanov,M,Weightlifting
123287,Iolanta Yevgenyevna Ulyeva,F,Athletics
123402,Gulzat Uralbayeva,F,Judo
123462,Marian Urdabayeva,F,Judo
123550,Galymzhan Shakhizindakhanovich Userbayev,M,Wrestling
123556,Vladimir Petrovich Ushakov,M,Water Polo
123565,Sergey Ushkalov,M,Swimming
123623,Salamat Utarbayev,M,Judo
123626,Almas Dauletyarovich Uteshov,M,Weightlifting
123676,Ellina Olegovna Uzhakhova,F,Canoeing
124005,Roman Gazizovich Valiyev,M,Athletics
125403,Alla Vasilenko,F,Cycling
125450,Yana Vasilyeva,F,Handball
125564,Alla Ivanovna Vazhenina,F,Weightlifting
125790,Ruslan Veliyev,M,Wrestling
126017,Rafail Ravilyevich Vergoyazov,M,Canoeing
126756,Aleksandr Nikolayevich Vinokurov,M,Cycling
127225,Marina Ivanovna Volnova,F,Boxing
127492,Nataliya Vorobyova,F,Athletics
127517,Nataliya Voronova,F,Rowing
127545,Galina Olegovna Voskoboyeva,F,Tennis
127749,Irina Vyguzova,F,Diving
132209,Sergey Anatolyevich Yakovlev,M,Cycling
132212,Vladislav Pavlovich Yakovlev,M,Rowing
132215,Nataliya Yakovleva,F,Handball
132220,Sergey Aleksandrovich Yakshin,M,Shooting
132780,Aleksey Yegorov,M,Swimming
132785,Grigory Aleksandrovich Yegorov,M,Athletics
132788,Yevgeny Vladimirovich Yegorov,M,Canoeing
132812,Serik Samatovich Yeleuov,M,Boxing
132813,Daniyar Maratovich Yeleusinov,M,Boxing
132817,Margarita Yeliseyeva,F,Weightlifting
132828,Oleg Yem,M,Weightlifting
132833,Aleksandr Gennadiyevich Yemelyanov,M,Canoeing
132835,Mikhail Aleksandrovich Yemelyanov,M,Canoeing
132869,Kayrat Yeraliyev,M,Boxing
132876,Feruza Adylzhanovna Yergeshova,F,Taekwondo
132877,Andrey Andreyevich Yerguchov,M,Canoeing
132878,Yernar Saparbekovich Yerimbetov,M,Gymnastics
132908,Aynur Yesbergenova,F,Taekwondo
132927,Irina Yevdokimova,F,Gymnastics
132937,Yekaterina Yuryevna Yevseyeva,F,Athletics
133415,Yury Yuryevich Yuda,M,Cycling
133508,Rashid Sadullayevich Yunusmetov,M,Shooting
133514,Mikhail Yurchenko,M,Boxing
133526,Yury Aleksandrovich Yurkov,M,Shooting
133563,Aliya Makhsutovna Yusupova,F,Rhythmic Gymnastics
133595,Zulfiya Khasanovna Zabirova,F,Cycling
133680,Igor Vladimirovich Zagoruyko,M,Water Polo
133729,Irina Zaitseva,F,Volleyball
133775,Artyom Alekseyevich Zakharov,M,Cycling
133830,Svetlana Zalevskaya,F,Athletics
134069,Sergey Sergeyevich Zasimovich,M,Athletics
134135,Aleksandr Sergeyevich Zaychikov,M,Weightlifting
134139,Sergey Aleksandrovich Zaykov,M,Athletics
134144,Ivan Vladislavovich Zaytsev,M,Water Polo
134398,Andrey Zeyts,M,Cycling
134412,Birzhan Zhakypovich Zhakypov,M,Boxing
134420,Gulzhanat Zhanatbek,F,Athletics
134629,Olga Zhanibekova,F,Wrestling
134630,Zhanar Zhanzunova,F,Judo
134690,Ruslan Zhaparov,M,Taekwondo
134691,Zhazira Abdrakhmanovna Zhapparkul,F,Weightlifting
134700,Gani Olzhabayevich Zhaylauov,M,Boxing
134711,Aygerim Agdarbekovna Zheksembinova,F,Synchronized Swimming
134760,Yevgeny Anatolyevich Zhilyayev,M,Water Polo
134763,Vasily Valeryevich Zhirov,M,Boxing
134766,Askhat Rasulovich Zhitkeyev,M,Judo
134769,Denis Yevgenyevich Zhivchikov,M,Water Polo
134770,Yuliya Vladimirovna Zhivitsa,F,Fencing
134884,Nataliya Gennadyevna Zhukova (Rykova-),F,Volleyball
134890,Bolat Nuriddinovich Zhumadilov,M,Boxing
134891,Dauren Nurdauletovich Zhumagaziyev,M,Wrestling
134903,Ablaykhan Kayratovich Zhusupov,M,Boxing
135348,Anna Viktorovna Zubkova,F,Water Polo
135547,Viktoriya Viktorovna Zyabkina,F,Athletics
442,"Catherine ""Kate"" Abilla Awino",F,Rugby Sevens
603,Juma Abudu,M,Weightlifting
779,Shuaib Adam,M,Shooting
894,James Adede,M,Weightlifting
916,Biko Adema,M,Rugby Sevens
1148,Krishnan Kumar Aggarwal,M,Hockey
1306,Lameck Aguta Orero,M,Athletics
1582,Peter Akatsa,M,Hockey
1638,Joseph Mukuku Akhasamba,M,Boxing
1689,"Mildred Akinyi ""Milka"" Alango",F,Taekwondo
1754,Julius Akumu,M,Hockey
2668,Aziz Ali,M,Boxing
3119,Lucas Alubaha,M,Hockey
3342,"William ""Willy"" Ambaka Ndayara",M,Rugby Sevens
3489,Andrew Amonde,M,Rugby Sevens
3549,"Daniel ""Dan"" Amuke",M,Athletics
4004,Elizabeth Adhiambo Andiego,F,Boxing
4254,Arere Anentia,M,Athletics
4490,Seraphino Antao,M,Athletics
4627,Shehzana Anwar,F,Archery
4633,David Anyim,M,Boxing
4636,John A. Anzrah,M,Athletics
4747,Alice Aprot Nawowuna,F,Athletics
4850,Linet Arasa Moraa,F,Rugby Sevens
5411,Peninah Arusei Jerop,F,Athletics
5482,Charles Asati,M,Athletics
5552,Silvester Ashioya,M,Hockey
5555,Evans Ashira Oure,M,Boxing
5846,David Attan,M,Boxing
5879,James A. Atuti,M,Athletics
6170,Maria Awori,F,Swimming
6263,Oscar Ayodi,M,Rugby Sevens
7692,Violet Awidi Barasa,F,Volleyball
7929,Bernard Barmasai,M,Athletics
8209,"Selina ""Sally"" Barsosio",F,Athletics
8945,Hamdan Iqbal Ahmed Bayusuf,M,Swimming
10250,"Anthony William ""Tony"" Bentley-Buckle",M,Sailing
11055,Nicholas Kiplagat Bett,M,Athletics
11478,Ibrahim Bilali,M,Boxing
11479,Suleiman Wanjau Bilali,M,Boxing
11683,Jonah Kipchirchir Birir,M,Athletics
11684,Matthew Kiprotich Birir,M,Athletics
11800,Ruth Bisibori Nyangau,F,Athletics
11838,Ezequiel Bitok,M,Athletics
11839,Paul Ezekiel Bitok,M,Athletics
11840,Sosthenes Bitok,M,Athletics
11864,Amos Kipwabok Biwott,M,Athletics
11865,Gideon Biwott,M,Athletics
11866,Stanley Kipleting Biwott,M,Athletics
12093,Ronald John Blaker,M,Sailing
12760,John Bogie,M,Judo
12882,"Michael Kipsubut ""Mike"" Boit",M,Athletics
12884,Wilson Boit Kipketer,M,Athletics
13071,Naftali Bon,M,Athletics
16355,Peter Wilson Bulinga,M,Boxing
16366,Leonard James Bull,M,Shooting
16430,Wilfred Kipkemboi Bungei,M,Athletics
18493,Brian Carr-Hartley,M,Shooting
18494,Michael Robert Carr-Hartley,M,Shooting
19577,Sheila Chajira Kavugwe,F,Rugby Sevens
20082,Winny Chebet,F,Athletics
20083,Abraham Chebii Koskei,M,Athletics
20128,Alice Chelangat,F,Athletics
20134,Richard Chelimo,M,Athletics
20141,David Chelule,M,Athletics
20142,Tekla Chemabwai,F,Athletics
20148,Antony Chemut,M,Athletics
20404,Justina Chepchirchir,F,Athletics
20405,Joyce Chepchumba Koech,F,Athletics
20411,Joyce Chepkirui,F,Athletics
20413,Beatrice Chepkoech Sitonik,F,Athletics
20414,Nancy Chepkwemoi,F,Athletics
20415,Julius Chepkwony,M,Athletics
20416,Edna Chumo Chepngeno,F,Volleyball
20417,Nixon Kiplimo Chepseba,M,Athletics
20504,Lydia Cheromei (-Kogo),F,Athletics
20505,Mercy Cherono Koech,F,Athletics
20506,Priscah Jepleting Cherono (Ngetich-),F,Athletics
20521,Charles Cheruiyot,M,Athletics
20522,Kenneth Cheruiyot,M,Athletics
20523,Kipkoech Cheruiyot,M,Athletics
20524,Rose Jelagat Cheruiyot (-Kirui),F,Athletics
20525,Vivian Jepkemoi Cheruiyot,F,Athletics
20539,Elizabeth Chesire,F,Athletics
20540,Joseph Chesire,M,Athletics
20603,Milcah Chemos Cheywa,F,Athletics
20606,Sunil Chhabra,M,Hockey
20823,Selina Chirchir,F,Athletics
20824,William Kipkorir Chirchir,M,Athletics
20972,Augustine Kiprono Choge,M,Athletics
22890,Peter Cooke,M,Sailing
27766,Anuj Desai,M,Shooting
29350,Eva Donde,F,Swimming
30171,Philip D'Souza,M,Hockey
30172,Reynold Anthony D'Souza,M,Hockey
30529,Peter Dula,M,Boxing
30645,David Harvey,M,Swimming
30646,Jason Edward Dunford,M,Swimming
31823,Simon Ekeno,M,Shooting
32286,Lamachi Elimu,M,Wrestling
32862,Paul Ereng,M,Athletics
34749,Edgar Simon Cyril Fernandes,M,Hockey
34750,Egbert Carmo Fernandes,M,Hockey
34754,Hilary John Fernandes,M,Hockey
34760,Leo Ciriaco Diago Fernandes,M,Hockey
34765,Raphael Fernandes,M,Hockey
34768,Silvester Fernandes,M,Hockey
36676,Peter F. Francis,M,Athletics
37970,Gichere Gakungu,M,Boxing
39030,Samuel Ireri Gathimba,M,Athletics
39571,Saude Andr N. George,M,Hockey
40237,Joseph Gikonyo Mukinyi,M,Athletics
40601,Julius Gitahi,M,Athletics
40603,Ibrahim Githaiga,M,Rowing
40605,Charles Gitonga,M,Athletics
42134,Sanjiwan Goyal,M,Hockey
45534,Desmond Alan Handford-Rice,M,Shooting
46339,John Harun Mwau,M,Shooting
49982,Michael G. D. Horner,M,Shooting
